Num,RT,Male,Female,None,Pct
71700,19504,11093,4821,3590,0.6971
71800,19545,11127,4826,3592,0.6975
71900,19590,11159,4832,3599,0.6978
72000,19630,11185,4837,3608,0.6981
72100,19666,11209,4841,3616,0.6984
72200,19697,11227,4845,3625,0.6985
72300,19713,11239,4847,3627,0.6987
72400,19744,11260,4854,3630,0.6988
72500,19772,11278,4857,3637,0.6990
72600,19796,11288,4865,3643,0.6988
72700,19810,11294,4866,3650,0.6989
72800,19823,11302,4869,3652,0.6989
72900,19851,11326,4871,3654,0.6993
73000,19871,11340,4876,3655,0.6993
73100,19894,11352,4881,3661,0.6993
73200,19908,11358,4887,3663,0.6992
73300,19908,11358,4887,3663,0.6992
73400,19910,11358,4887,3665,0.6992
73500,19911,11358,4888,3665,0.6991
73600,19916,11361,4888,3667,0.6992
73700,19923,11364,4889,3670,0.6992
73800,19926,11367,4889,3670,0.6992
73900,19926,11367,4889,3670,0.6992
74000,19926,11367,4889,3670,0.6992
74100,19926,11367,4889,3670,0.6992
74200,19926,11367,4889,3670,0.6992
74300,19926,11367,4889,3670,0.6992
74400,19926,11367,4889,3670,0.6992
74500,19926,11367,4889,3670,0.6992
74600,19926,11367,4889,3670,0.6992
74700,19926,11367,4889,3670,0.6992
74800,19926,11367,4889,3670,0.6992
74900,19926,11367,4889,3670,0.6992
75000,19926,11367,4889,3670,0.6992
75100,19926,11367,4889,3670,0.6992
75200,19926,11367,4889,3670,0.6992
75300,19926,11367,4889,3670,0.6992
75400,19926,11367,4889,3670,0.6992
75500,19926,11367,4889,3670,0.6992
75600,19926,11367,4889,3670,0.6992
75700,19926,11367,4889,3670,0.6992
75800,19926,11367,4889,3670,0.6992
75900,19926,11367,4889,3670,0.6992
76000,19926,11367,4889,3670,0.6992
76100,19926,11367,4889,3670,0.6992
76200,19926,11367,4889,3670,0.6992
76300,19926,11367,4889,3670,0.6992
76400,19926,11367,4889,3670,0.6992
76500,19926,11367,4889,3670,0.6992
76600,19926,11367,4889,3670,0.6992
76700,19926,11367,4889,3670,0.6992
76800,19926,11367,4889,3670,0.6992
76900,19926,11367,4889,3670,0.6992
77000,19926,11367,4889,3670,0.6992
77100,19926,11367,4889,3670,0.6992
77200,19926,11367,4889,3670,0.6992
77300,19926,11367,4889,3670,0.6992
77400,19926,11367,4889,3670,0.6992
77500,19926,11367,4889,3670,0.6992
77600,19926,11367,4889,3670,0.6992
77700,19926,11367,4889,3670,0.6992
77800,19926,11367,4889,3670,0.6992
77900,19926,11367,4889,3670,0.6992
78000,19926,11367,4889,3670,0.6992
78100,19926,11367,4889,3670,0.6992
78200,19926,11367,4889,3670,0.6992
78300,19926,11367,4889,3670,0.6992
78400,19926,11367,4889,3670,0.6992
78500,19926,11367,4889,3670,0.6992
78600,19926,11367,4889,3670,0.6992
78700,19926,11367,4889,3670,0.6992
78800,19926,11367,4889,3670,0.6992
78900,19926,11367,4889,3670,0.6992
79000,19926,11367,4889,3670,0.6992
79100,19926,11367,4889,3670,0.6992
79200,19926,11367,4889,3670,0.6992
79300,19926,11367,4889,3670,0.6992
79400,19926,11367,4889,3670,0.6992
79500,19926,11367,4889,3670,0.6992
79600,19926,11367,4889,3670,0.6992
79700,19926,11367,4889,3670,0.6992
79800,19926,11367,4889,3670,0.6992
79900,19926,11367,4889,3670,0.6992
80000,19926,11367,4889,3670,0.6992
80100,19926,11367,4889,3670,0.6992
